Product:,"Ricoh 910725 Theta V camera, Metallic Gray"
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
Price:,439.00
Overall Rating:,4.4 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
,,Bought to create Virtual Tours.  Picture quality is excellent (4k and HDR) but battery life is short and no Micro SD slot (but can transfer photos directly to mobile via the camera's built-in wi-fi).,"Reviewed in the United Kingdom on July 27, 2020",Amazon Customer
,,"The camera started out fine, however with more use you could clearly see lens issues in the images and also the connection to the camera became quite poor to the point it wouldn’t work. Hopefully this is just a once off so I’ve returned this one and ordered a replacement. However I have heard of the same issues when your research online.","Reviewed in the United Kingdom on August 14, 2020",Digital Vibe
,,"ESPERO QUE ESTE COMENTARIO LLEGUE A RICOH. Después de 3 devoluciones, ahora estoy probando la cuarta y creo que también la devolveré. Sigue el mismo problema. En todas las Webs no hay más que elogios acerca de esta cámara, solamente puedo decir que es IMPRESENTABLE !!!. ZONAS TOTALMENTE DESENFOCADAS. MOVIDAS. SIN NITIDEZ. Supongo que debe ser una serie de fabricación defectuosa, (pero debe ser una serie muy grande, porque a mí me están tocando todas). RICOH no debe disponer de un Departamento de Calidad. O, si lo tiene, será más fácil, dejarlas pasar y que sean los propios compradores los que se encarguen de realizarlo y colocar las cámaras defectuosas en el mercado y seguro que un alto porcentaje cuelan. Por mi parte estoy ""MUY INDIGNADO"", y siento una enorme impotencia, pues realmente necesito una cámara de estas caractrísticas para unos trabajos sencillos. Me parece increíble que sea yo el único que comenta y reclama esto. Volveré a pasar la verguenza de tener que devolverla por otra y esperar que alguna me toque bien. Por parte de Amazon, el servicio es IMPECABLE !!!. Y espero que las molestias o gastos que esto le ocasione, sepan comprenderlo.","Reviewed in Spain on October 27, 2018",CINCO COMA SEIS IMAGEN
,,"Ich besitze bereits die Theta S und habe heute die Theta V getestet. Aufnahme mit niedrigster ISO Stufe vom Stativ bei schattigem Wetter indoor. Bei meinem Test habe ich (unfairerweise) das Sigma 15mm Fisheye, die Theta S und die Theta V gegenübergestellt (siehe Bildanhang). Das Ergebnis: Natürlich können die Thetas bei der Bildqualität nicht mal annähernd mit dem Fisheye Objektiv mithalten. Interessanter für mich ist jedoch, dass sich die Bildqualität der Theta V nicht wirklich von der der Theta S unterscheidet. Die Bilder der V wirken imho etwas natürlich in der Farbgebung, bieten aber bei Schärfe, Rauschen, etc. keine Verbesserung gegenüber der S. Bei anderen Testschüssen hätte ich der S sogar eine etwas schärfere Darstellung attestiert. Gibt hier sicher auch kleine Schwankungen innerhalb der Modellreihe. Nüchtern betrachtet logisch. Selbes Objektiv bei selber Auflösung -> hier wurde also wahrscheinlich nur etwas an der internen Bildbearbeitung gefeilt. Videoqualität ist für mich uninteressant, da ich die Theta nur für das Erstellen kleiner virtueller Touren im Web brauche. Dafür eignet sich die Kamera ganz gut, da das aufwändige Fotografieren mit Nodalpunktadapter mit anschließendem Stitching entfällt. Für's Web ist die Qualität grundsätzlich auch ganz OK, wenn man Abstriche in Kauf nimmt. Fazit: Gutes, einfach bedienbares Gerät zum schnellen Panorama-Erstellen. Ein Update von der Theta S lohnt sich für Fotografen aber definitiv nicht.","Reviewed in Germany on February 28, 2018",Klaus Zettler
,,"- Battery is dying fast - Quality is ok - not close to pro level cameras - Very easy to carry - Android app - after firmwire update seems to be better - had connecting issues - 360 stick is not perfect- has a visible stick area - for the money ok - VR cameras need to catch up in terms of image quality - since you need minimum 8k if you want to see on 1080p VR. Don't think that 4k is big because this is wrapping around a 360 dome or a cubic VR. So, in reality, a 4k = 1k in normal resolution!","Reviewed in the United Kingdom on March 8, 2019",IXOR D.
,,"The camera is very easy to use and the photos are very clear and sharp.  The transfer of photos to a PC via the USB cable is easy and fast.  The only minor dislike is the size of the power, wireless, and mode buttons - there are very small and have to use my fingernails to press on them.  The camera looks well made and feels solid.  I have had the camera for a few days and haven't had a chance to make any videos or tried all the settings.  I am very happy with my purchase.","Reviewed in the United Kingdom on December 28, 2018",Al Villamar
,,I use this camera for skateboarding clips. If you have the selfie stick for it it’s great for getting angles around big ramps as you can just hold it up and you’ll capture what you need. It also works with the insta360 studio app which has tracking and camera animation features.,"Reviewed in the United Kingdom on September 9, 2020",Amazon Customer
,,a wonderful camera. Really pleased with it. Great quality and works well on wifi and as a hotspot from my phone. All pictures are uploaded direct to Google Photos so no storage problems.,"Reviewed in the United Kingdom on August 27, 2018",graham
,,This is a fab camera for making 360 tours  very easy to work,"Reviewed in the United Kingdom on June 6, 2020",mike dow
,,"L'ho comprata in offerta e usata per qualche settimana, già dai primi attimi impugnandola ho notato che il prodotto è molto solido e ben fatto, ma non è tutto oro ciò che luccica! Di fatti prossimamente vedrete i contro che sono per me molto più dei pro. Uso dell'App: Appena configurato la camera con il mio Smartphone ho subito notato che si bloccava e dava non pochi problemi di trasmissione dati, ho prontamente aggiornato la camera ma nulla è cambiato. Lasciando un uso quasi fastidioso dell'applicazione essendo molto instabile. Qualità Foto/Video: Onestamente dai video visti online tutti ne parlavano bene, io da smartphone vedevo che non era nulla di c'è ma immaginando fosse solo una bassa qualità dell'anteprima ho fatto vari test, poi scaricando le immagini e i video nel pc ho visto che era anche peggio. Paragonabili a Smartphone di 5o6anni fa... Grande delusione. Archiviazione: la fotocamera ha solo un archivio interno non espandibile di circa 19gb, che permettono circa 2h di video in fullhd e migliaia di fotografie, unica pecca praticamente è molto complesso gestire il file 360, pur essendo un professionista del settore i file hanno un codec che complica ogni cosa anche con pc molto prestanti. Durata: questo come la limitazione dell'archiviazione è l'ennesimo tasto dolente, la batteria non si può cambiare essendo integrata, e ha la durata media di circa 40/50min a secondo degli usi. Inoltre la fotocamera non può essere ricaricata durante il suo stesso utilizzo, sarebbe stati utilissimo poterlo fare attraverso un powerbank. Pro? è molto rubusta ed è fornito di un pratico astuccio protettivo. (a mio dispiacere non trovo altro) Conclusioni: non vi consiglio di prenderla almeno che non siete amatori e non avete particolari esigenze di alta qualità, io l'avevo presa per sfruttarla a lavoro e per viaggi, l'ho prontamente restituita e prossimamente prenderò la Insta360 One X, costa 100€ in più ma ha batterie intercambiabili e alloggiamento per microsd.","Reviewed in Italy on March 20, 2019",Federico Z.
""
Product:,Revant Replacement Lenses for Oakley Fives Squared
URL:,https://www.amazon.ca/Revant-Polarized-Replacement-Squared-Stealth/dp/B005VFAOJ6/ref=sr_1_2_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTE3NzUyNlczU0RBOE5HSE5GJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
